,"color","latitude","longitude","name","phone","url","description","address","state","zip","city","couponOffer","logo","meta","area","type","category","hasShop","hasCoupon","expirationDate"
,"orange",37.0607,-122.0156,"Brunetti's Interiors","831-438-1910",,"An Interior Design firm established in Santa Cruz County in 1985. We provide a complete scope of Interior Design work from paint consultation to estate design. If a product is available to the design community we can get it for our clients. ","12 Country Lane","CA",95066,"Scotts Valley",,,"Interior Design Services Paint Consultation Custom Window Treatments Space Planning Tile layout and specification Fabric Selections Furniture Selection and Shopping ","Scotts Valley","Bronze","Contractors  Construction & Design","n","n",
,"gold",37.0480,-122.0264,"Bruno's Barbeque","831-438-2227","www.brunosbbq.com","Bruno's BBQ is now open seven days a week from 11 a.m. to 9 p.m. We are happy to offer dine-in, take-out, corporate and large party delivery, or full service on-site BBQ catering for any occasion.","230-G Mt. Hermon Rd","CA",95066,"Scotts Valley",,"logo_BrunosBBQ.png","restaurant bbq barbeque delivery takeout","Scotts Valley","Gold","Restaurants","y","n",
,"orange",36.9616,-122.0488,"Buell Wetsuits  Inc.","831-600-8063","www.buellwetsuits.com","B U E L L Wetsuits are Sucka Free !!","1815 King Street","CA",95060,"Santa Cruz",,"logo_BuellWetsuits.gif","wetsuits  surfing  surf  rescue equipment  lifeguards","Santa Cruz","Silver","Sporting Goods","n","n",
,"green",36.9884,-121.9246,"Cabrillo Stage Professional Musical Theater","831-479-6154","www.cabrillostage.com","Cabrillo Stage is a non-profit  non-union  professional summer stock  musical theatre company dedicated to presenting full scale Broadway musicals to the greater Monterey Bay area.","6500 Soquel Dr. Bldg #4000","CA",95003,"Aptos",,,"theater  musicals  entertaiment  live music  orcchestra  plays","Aptos / La Selva","NonProfit","Music & Theater","y","n",
,"green",36.9702,-122.0266,"Caffe Pergolesi","(831) 426-1775","www.theperg.com","Oldest Coffeehouse in Santa Cruz Organic  Fair Trade Coffee Drinks Outside Garden Seating  Beer  Pastries Free WiFi ","418 Cedar St. ","CA",95060,"Santa Cruz",,"logo_Pergolesi.jpg",,"Santa Cruz","Bronze","Coffee","y","n",
,"green",37.0519,-122.0733,"California Dreaming Real Estate","(831) 335-3900","californiadreamingrealestate.com","Sustainability Through Community Strength'  Non Corporate  locally owned and operated Real Estate Brokerage interested in the future of our community and keeping business local and real. ","6237 A Hwy 9  ","CA",95018,"Felton",,"logo_CaliforniaDreaming.jpg",,"Santa Cruz","Silver","Real Estate","y","n",
,"orange",36.9710,-121.8875,"California Traveler","800-336-9830",,"We create terrific travel experiences.  ThatÃ¢ÂÂs all we do  and weÃ¢ÂÂve been doing this since 1976. ","422 Ewell Avenue ","CA",95003,"Aptos",,,"california travel  desitination","Aptos / La Selva","Bronze","Tourism & Attractions","n","n",
,"green",36.9802,-122.0045,"Cally Haber - Licensed Acupuncturist and Herbalist","(831) 458-0809",,"Licensed Acupuncturist   Herbalist.  20 years experience providing effective gentle treatment.  Helping to relieve pain  increase energy  and boost immunity. Offering cosmetic acupuncture for facial and abdominal toning  support in weight loss. ","709 Frederick Street ","CA",95062,"Santa Cruz",,,,"Santa Cruz","Bronze","Acupuncture","y","n",
,"green",36.9881,-121.9741,"Capitola Carpets and More","(831) 476-9117",,"Where Quality is Affordable'          Green Floorings Carpet  FSC Hardwoods  Bamboo  Natural Cork  Marmoleum  Laminates and Vinyl. Commercial and Residential Family owned and operated since 1978            Cont. Lic. # 387299      ","2557 Soquel Dr.","CA",95065,"Santa Cruz","Capitola Carpets and More",,,"Capitola","Bronze","Home & Garden","y","y",01/01/13 12:00 AM
,"yellow",36.9810,-121.9555,"CAPITOLA HAIR & NAIL DESIGNS","831.332.3680",,,"810 BAY AVE. #E","CA",95010,"CAPITOLA",,,"NAILS HAIR WAXING COLORI","Aptos / La Selva","Community Supporter","Customer","n","n",
,"green",36.9696,-121.9642,"Capitola Veterinary Hospital","(831)476-7387","www.capitolavet.com","We are a full service veterinary  hospital. Our mission is to provide the best and most compassionate veterinary health care for our animal patients and their human families.","1220-H 41st Avenue","CA",95010,"Capitola",,,,"Capitola","Bronze","Veterinarian Services","y","n",
,"green",36.9612,-122.0438,"CardamomTuesday","831-331-3395","Www.cardamomtuesday.com","Artisan Elixirs","849 Almar Street","CA",95060,"Santa Cruz",,"logo_CardamomTuesday.jpg","Cocktails  soda  drinks  bars  specialty food  local  GMO free  artisan  elixir  restaurants  ","Santa Cruz","Bronze","Grocers & Specialty Foods","n","n",
,"green",36.9854,-121.9899,"Cardiff Pest Control","831 475-4214",,"Pest Control company serving Santa Cruz County since 1938. Locally owned and community involved.","2701 Soquel Ave","CA",95062,"Santa Cruz",,,"General Pest     Termite     Fumigation      Landscape    Weeds     Trees","Santa Cruz","Bronze","Home & Garden","y","n",
,"gold",36.9634,-122.0221,"Casablanca Bistro","831 426-9063","http://www.casablanca-santacruz.com","Winter Hours: Wed-Sun  Spring/Summer Hours: Wed-Mon. Lunch: 11AM-3PM  Dinner Service begins at 5PM. HAPPY HOUR: 3-6PM in Bistro Bar. Reservations: (831) 426-9063. Check out our website www.casablanca-santacruz.com for Daily Specials & Upcoming Events","101 Main St","CA",95060,"Santa Cruz",,"logo_CasablancaInn.JPG","gold","Santa Cruz","Gold","Restaurants","y","n",
,"gold",36.9856,-122.0396,"Catto's Graphics  Inc.","831-454-9742","www.cattosgraphics.com","Catto's Graphics  has been serving Santa Cruz County since 1996.  We specialize in automated & manual custom screen printing  large format digital printing  32 heads of embroidery  signs  banners  vehicle graphics and business forms.","111 DuBois Street","CA",95060,"Santa Cruz",,"logo_CattosGraphics.png","gold","Santa Cruz","Gold","Printers","y","n",
,"green",36.9892,-121.9277,"Central Coast Small Business Development Center","831-479-6136","www.centralcoastsbdc.org","The Central Coast Small Business Development Center at Cabrillo College offers a wide variety of services for present and potential small business owners. All counseling services are confidential and free of charge.","6500 Soquel Drive","CA",95003,"Aptos",,,"business planning plan small counseling cabrillo college center free consulting budget ","Aptos / La Selva","NonProfit","Business Services","y","n",
,"gold",36.9790,-122.0227,"Chamberlain Financial Planning and Wealth Management","831-420-1340","www.chamberlainfp.com","Our goal is to help our clients achieve financial success while living fulfilling and well-balanced lives. We provide comprehensive financial planning  retirement planning  wealth management & investment services based upon your needs and goals. ","303 Water Street","CA",95060,"Santa Cruz",,,"financial planning wealth management fee-only investment services gold","Santa Cruz","Gold","Consulting","y","n",
,"orange",36.9741,-122.0310,"Charles Doty Painting & Wallcovering Services","831-427-3322",,"For over 30 years producing quality finishes on the homes and businesses of our community. Interior and Exterior. Installing all types of wallcoverings. Special attention to surface preparation  detail and customer satisfaction. Call for references.","P.O. Box 2816     ","CA",95063,"Santa Cruz",,,,"Santa Cruz","Bronze","Contractors  Construction & Design","n","n",
,"green",36.9757,-122.0268,"Chefworks","(831) 426-1351","www.chefworks-santacruz.com","M-T 10-6  Fri/Sat 10-9  Sun 11-6","1527 Pacific Ave. ","CA",95060,"Santa Cruz",,,,"Santa Cruz","Bronze","Home & Garden","y","n",
,"yellow",36.9891,-121.9365,"Chris Tuosto Insurance Services","831-464-2111",,"Open Enrollment'Turning 65  Medicare Supplements Plans Medicare HMO's Prescription Drug Solutions Plans Assisted Living plans home Health Care Plans Dental Plans","5905 Sosuel Drive Suite 550","CA",95073,"Soquel",,,,"Soquel","Community Supporter","Customer","n","n",
,"yellow",37.0011,-122.0285,"Chuck Tremper","(831) 621-7937",,,"6 Oak Road","CA",95060,"Santa Cruz",,,,"Santa Cruz","Community Supporter","Customer","n","n",
,"green",36.9779,-122.0096,"CLEAN-TEC Restoration & Cleaning","831-457-8666","www.cleantec.org","CLEAN-TEC Restoration & Cleaning specializes in restorative drying of water  sewage & fire damaged structures & contents.  WeÃ¢ÂÂre on-call 24 hours  7 days a week and are family-owned & operated since 1974 with an excellent record and reputation. ","1521 Seabright Avenue","CA",95062,"Santa Cruz",,"logo_CleanTec.jpg","water damage  fire & smoke damage  sewage back-up  mold  carpet cleaning 24 HOUR EMERGENCY Service ","Santa Cruz","Silver","Contractors  Construction & Design","y","n",
,"gold",36.9796,-121.9918,"Coast Financial Services  Inc.","(831) 462-0330","www.coastfinancialservices.com","Coast Financial Services provides accounting  payroll  and tax preparation services to local businesses. With over 30 years of experience  Bob Mason  CPA  brings the experience and attention to detail necessary to help you manage your business.","655 Capitola Rd.","CA",95062,"Santa Cruz","Think Local? Go Local! Why not use a local payroll processing company? Coast Financial Services offers accurate  friendly and affordable payroll services. Think Local First members receive $25 off new payroll set up fee. Call Gloria or Alica  at 462-0330 or email Gloria@coastfinancialservices.com  cfs@coastfinancialservices.com","logo_CoastFinancial.jpg","accounting  taxes  payroll  bookkeeping  CPAs  gold","Santa Cruz","Gold","Accounting and Bookkeeping","y","y",08/31/18 12:00 AM
,"green",36.9816,-122.0281,"COAST PAPER & SUPPLY  INC.","(831) 423-3350","www.coastpapersupplyinc.com","JANITORIAL & CLEANING SUPPLIES... PAPER PRODUCTS... DISPOSABLE FOOD SERVICE ...INDUSTRIAL & RETAIL PACKAGING... BOXES & SHIPPING SUPPLIES... AND MUCH MORE.  Local business since 1948.   ","151 Josephine St.  ","CA",95060,"Santa Cruz",,"logo_CoastPaper.JPG","coast paper supply janitorial cleaning boxes bags retail packaging green compostable biodegradable food service ","Santa Cruz","Bronze","Wholesale","y","n",
,"orange",36.9746,-121.9948,"Coastal Culinary Personal Chef Service","831-600-8781","http://www.coastalculinarypersonalchefservice.com","Coastal Culinary Personal Chef Service prepares the finest seasonal  local & organic cuisine. We specialize in weekly meal plans designed with your health in mind  wine-pairing dinners  special events and private cooking classes.","1190 7th Ave # 37","CA",95062,"Santa Cruz",,"logo_CoastalCulinary.jpg"," personal chef  chef jessica stutz  Private chef  caterer  catering  local  organic  sustainable seafood  farmers market  custom menus  healthy meal plans  coastal culinary  wine pairing  cooking classes  vegetarian  gluten free","Santa Cruz","Bronze","Catering","n","n",
,"green",36.9635,-121.9706,"Coffeetopia","831 477 1940","coffeetopia.com","Coffeetopia  founded in 1994 is Santa Cruz's premier Internet Coffee House. Coffeetopia serves Excellent Italian style espresso drinks  Organic coffees  teas  bagels  baked goods and desserts. Free wi-fi access and rental compuiters are available.","3701 Portola Dr.","CA",95062,"Santa Cruz",,,,"Santa Cruz","Silver","Coffee","y","n",
,"green",36.9698,-122.0249,"Cognito Clothing","831.426.5414","cognitoclothing.com","Featuring a classic selection of vintage to modern for men and women  reproductions  pin up styles  men's retro shirts  tuxedos  costumes  and so much more  let our knowledge staff deck you out and dress you up! Locally owned since 1982.","821 Pacific Ave","CA",95060,"Santa Cruz",,,"clothing mens womens vintage vintagereproductions western swimsuits tuxedos pinup retro costumes hats ties gloves cloaks steampunk burningman renaissance suspenders dickens goggles hose lingerie corsets goth rockabilly hawaiian wigs tiaras jewelry stopstaring! trashydiva pinupgirl scully rocksteady shrine rockmount bettiepage audreyk lipservice 1920s 1930s 1940s 1950s 1960s 1970s 1980s","Santa Cruz","Bronze","Apparel","y","n",
,"green",36.9761,-122.0288,"Commercial Investment Services","831-425-1419","www.lslaff.com","Local full service Commercial Real Estate Brokerage","1001 Centere Street  Suite 5","CA",95060,"Santa Cruz",,,"Local Commercial Real Estate Broker","Santa Cruz","Bronze","Real Estate","y","n",
,"gold",36.9768,-121.9054,"Community Foundation Santa Cruz County","831.662.2000","www.cfscc.org","Your local community foundation promoting philanthropy and providing services to nonprofits  donors and their professional advisors since 1982.","7807 Soquel Drive","CA",95003,"Aptos",,"logo_CommunityFoundationSC.jpg","community foundation philanthropy giving nonprofit gold","Aptos / La Selva","Gold","Non-Profits","n","n",
,"green",36.9615,-122.0467,"Companion Animal Hospital","831-425-1970","http://www.santacruzveterinarian.com","Full service veterinary hospital providing professional compassionate care for your cherished pets open 7 days a week. We have on site diagnostic equipment and radiology which provide rapid diagnosis of your pet's health problems. Laser therapy also!","2301 Mission St.","CA",95060,"Santa Cruz","30% off your pet's first laser therapy treatment! Discover the benefits offered by this innovative drug-free pain treatment.  Also excellent adjunct to wound healing such as lick granulomas and chronic ear infections.  This coupon must be presented at time of appointment.","logo_Companion.jpg","Veterinarian veterinary hospital animal hospital pet services laser therapy","Santa Cruz","Bronze","Veterinarian Services","y","y",08/31/12 12:00 AM
